,original_sents,sentences,weights
859,"we had garlic pizza bread, fried courgettes and spaghetti vongole and tagliatelle funghi.",pizza bread courgettes spaghetti vongole tagliatelle funghi,16.830124482
982,you can make reservations by post and you can make pasta by experience.,reservations post pasta experience,16.8204118173
317,"the food my family had was really good.for dessert we ordered panna cotta , tiramisu, cheesecake.",food family dessert cotta tiramisu cheesecake,16.8133357972
951,"with the prices being below average as well, this is definitely a place worth visiting.unlike most italian restaurants, this place seems to be more of a pizza and pasta place, with the other options being rather lacking.",prices average place worth restaurants place pizza place options,16.7934643296
878,the pizzas for the kids were also a hit.,pizzas kids hit,16.7921203034
823,pasta dishes were particularly nice as was the house wine.,pasta dishes house wine,16.7815418521
1074,the service is exceptional and the manager goes out of his way to make you have a total dining experience.. the food is fantastic it is small and cosy but do not let this put you off as its in my top 5 restaurants to eat at in london.,service manager way dining food restaurants london,16.7562218673
1091,"finished off with complimentary shot of limoncello, so pleased we didn't miss this gem
came here for dinner on a monday after a long day at work.",shot limoncello gem dinner monday day work,16.749211796
345,"the food was very good, very generous portions (too much for my wife and i).",food portions wife i,16.7396508392
793,friendly owner that served that night.,owner night,16.7376218627
747,"(the norfolk students, visited 08/05/2016)
the amazing smell of fabulous italian cooking hits you as soon as you walk through the door !",norfolk students smell cooking hits door,16.7367150131
160,"we had a deal via the a times taste card (2 courses for the price of one) so we had a fritto misto for starter, mushroom risotto and a couple of pizzas for main course.",deal times courses price misto starter mushroom risotto couple pizzas course,16.7322521798
1096,"the situation was handled with delicasy as we were offered a free meal on our return an hour later, with a promise even to keep the kitchen open all night in order to feed us.",situation meal return hour promise kitchen night order,16.7201960916
604,i had the fried zucchini and my boyfriend had the fried calamari!,i zucchini boyfriend calamari,16.7135340553
123,choice of pasta and choice of sauces - which i actually prefer.,choice pasta choice sauces,16.7073329272
581,i had the caprese salad and putanesca linguine.,i salad linguine,16.7061532351
1078,"add to that friendly service from an owner (fiddie himself) with a cheeky sense of humour and friendly banter, and it makes for an easygoing low-key lunchtime.",service owner sense humour banter lunchtime,16.7005920637
783,the owner is very personable and the food was excellent.,owner food,16.6741917293
966,"it's reasonably priced and fantastic quality food, and the owner and staff are some of the nicest people i've ever met.",quality food owner staff people,16.6741917293
968,"best quality service, kindest owner ever, great staff and amazing proper italian food.",quality service owner staff proper food,16.6741917293
798,owner run and slightly chaotic add to the charm but the quality of the food is excellent and very reasonable.,owner run add charm quality food,16.6741917293
335,she said they loved the food and the owner was a real character.,food owner character,16.6741917293
358,"the food was excellent, the service quick and the owner very friendly.we spent a great time and we'll be happy to come back.",food service quick owner spent time,16.6741917293
668,"the mains were delicious and everything on the antipasti platter was really tasty, obviously well sourced, and with lovely olive oil!overall, a very satisfying italian meal in a really lovely environment.",mains everything antipasti platter oil overall meal environment,16.6536689644
141,"and of course i sampled my neighbour's with, i think, his permission.",course i neighbour permission,16.6515571403
804,the owner & waiters create such a fun bubblyatmosphere & the service & personalisation is amazing.,owner waiters fun service personalisation,16.6482850841
205,soft drinks were free for the kids & staff even went to the bother of singing happy birthday & presenting me with cake.,drinks kids staff bother birthday cake,16.6448559745
924,"to our pleasure, this was not a fancy restaurant, but it served great meals prepared with care.",pleasure restaurant meals care,16.6335763472
466,rather then sit in the hotel room all night trip advisor recommended fiddies as the best pizza place in london!,hotel room night trip advisor fiddies place london,16.6104283539
1105,"we celebrated our son's first holy communion with who better than our lovely neo at his lovely restaurant ""fiddie's""... what can i say.... the food, was delizioso,the staff are always lovely and the atmosphere was buzzing!!",son communion neo restaurant fiddie food delizioso staff atmosphere,16.5929266928
243,it was a family members birthday and the owner of the establishment looked after us extremely well.,family members owner establishment,16.5537485938
696,"the meat and fish dishes appear to be where the best value is found on the menu, with these dishes being priced between £8.50 and £13.60.",meat dishes value menu dishes £8.50 £13.60,16.5525664154
1109,"chicken milanese with spaghetti bolognaise, pizza and tagliatelle special with tuna.",spaghetti bolognaise pizza tuna,16.5345896383
770,the owner was very friendly and the atmosphere was great.,owner atmosphere,16.5342190449
626,"with 17 different kinds of pizza, there are also plenty of varied options here, with there again being the option to create your own by choosing up to four different toppings.",kinds pizza plenty options option toppings,16.53003358
772,"as you walk in you are greeted by the wonderful owner, who is a comedic character, after being shown to my table of choice i was in the hands of a very charming and sharp witted waitress called tanna.",owner character table choice i hands waitress tanna,16.5284602807
27,"the arrabiata was one of the best i have had and i have been to italy a number of times and it’s always my main choice.the cheesecake afterwards was particularly delicious and i highly recommend it, unlike most restaurants the chef makes the cakes himself and it really shows; i really could have eaten two of them myself.",arrabiata i number times ’ s choice.the cheesecake afterwards restaurants chef cakes i,16.5235021001
112,"the chef would cook this dish in a way where the customer would adjust the salt level to their liking (thumbs up) unlike other restaurants where i've eaten this same dish, this linguine vongole isn't swimming with oil and water but it has just enough to keep the pasta moist.",chef dish way customer salt level liking restaurants i dish vongole oil water moist,16.5007593424
174,we were too full for dessert so we made it quick as there was constantly people coming in the door looking for tables and did not want to deny their chance to eat this great food but all in all was a lovely dinner.,dessert people door tables chance food dinner,16.4892073595
436,"2 polish guys give a high five
me and my boyfriend came here for a meal.",guys boyfriend meal,16.4874475003
583,just what i said above- loved my seafood pasta.,i seafood pasta,16.4737715428
645,was in london for my friends 40th birthday and popped into fiddie's for lunch.,london friends birthday fiddie lunch,16.4653324522
1198,"in terms of food, it is a good quality food, but certainly not the best restaurant in london and far from being the best italian restaurant in london, even in this price range (i.e.",terms food quality food restaurant london restaurant london price range i.e,16.4418256452
613,"he did not charge us for some of the items , such as couple of drinks , 2 desserts and coffee .",items couple drinks desserts coffee,16.4305026741
550,i was taking my partner out for our monthly meals and thought i'll go for something that was family orientated yet had delicious food - and fiddie sure did not dissapoint!,i partner meals i something family food sure dissapoint,16.4286764374
1044,we had caesar salad against his advice (fiddie: why would anyone eat caesar salad?,salad advice anyone caesar salad,16.4238775968
1049,the salmon pasta is my favourite and i will definitely be back soon for more!,salmon pasta i,16.4210079262
996,"very cute restaurant, with traditional italian food, serving serious portions!",restaurant food portions,16.3987700365
689,my meal was very tasty and had lots of lovely vegetables in it.,meal lots vegetables,16.3918149505
1192,"the taste of the sauce was quite bland - apart from a mere hint of garlic and quite a bit of pepper (which was to be expected in this particular pasta), the pasta didn't taste of anything.",taste sauce hint bit pepper pasta pasta taste anything,16.3912395882
877,the pizzas are 12 inches in diameter and cost between £7.50 for a basic margherita and £11.20 for a pizza with premium toppings.,pizzas inches diameter cost £7.50 margherita £11.20 pizza toppings,16.3904971909
1253,"also, both times i have been items on the menu have not been available which probably is a plus if its fresh fish ingredients they can't get hold off but whiles that's understandable on a monday its a bit less so on a saturday.",times items menu ingredients monday bit saturday,16.3778756691
108,"when we asked for the check, the owner brought it to us and informed us that he had taken off the charges for the additional glasses of wine and the bottle of water to make up for the slow service.",check owner charges glasses wine bottle water service,16.367777087
556,i had the wholemeal penne with polpette which was very good with al-dente pasta.,i penne polpette pasta,16.3601351792
648,in london there are many restaurant where you can find written italian kitchen but most of the times of italian got nothing.,london restaurant kitchen times nothing,16.3594962305
1312,the lovely waitress said they would do some special pasta for her on the house!,waitress pasta house,16.3542205654
237,"dining here was really more of an experience that just a meal and i would recommend it to anyone :)
my wife and i were travelling in london and a friend recommended fiddie's.",experience meal i anyone wife i london friend fiddie,16.3523481091
1080,"nice atmosphere and quick service makes this a great local spot
food is always very very good, and value for money i don't think you can find better value & food at these prices, any black cab drivers who want really good fresh food & prices check it out, you won't be disappointed
went to fiddies due to an excellent reputation for being fantastic food, great personal service and all at a reasonable price.",service spot food value money i value food prices cab drivers fresh food prices fiddies reputation food service price,16.3369192831
815,"my partner tried the pizza, and both the dough and the topping were excellent.",partner pizza dough topping,16.3319833057
3,we found this by accident wanting a quick meal before the cinema.,accident meal cinema,16.3279801268
114,"the chef michele is a genuine and professional person, he often comes to take reservations directly to your table and he is willing to find the most customized solution for every client.",chef michele person reservations table solution client,16.3212012473
1210,"thank you for having us.love the ""beautiful wife of the anaesthetist""
i am from austria and know what good food means.",thank wife anaesthetist i austria food means,16.3045361105
393,my friend really enjoyed her avocado toast and the chef even added extra vegetables into her arrabiata penne dish to make it more substantial.,friend avocado toast chef vegetables arrabiata penne dish,16.2936261214
424,my girlfriend is allergic to strawberries and they did everything they could to help us with the cheesecake topping.,girlfriend strawberries everything cheesecake topping,16.2773591285
279,"fiddie's restaurant is the ideal place to have an excellent italian meal, in friendly surroundings at a price that won't break the bank.",fiddie restaurant place meal surroundings price bank,16.2720935207
1294,the four of us were unanimous in the verdict: the dough was very good; the tomato sauce a little sour; the toppings average.,verdict dough tomato sour toppings average,16.2406807867
204,"he has about a dozen vegetarian sauces, and about the same number of meat or fish sauces.",dozen sauces number meat sauces,16.2277145231
730,neo really made us feel really welcome and had great banter with my partner it was like they were old friends!!!!,neo banter partner friends,16.2242691721
1346,"x
i had a pasta with pollo primavera sauce and it was really good!",x i pasta primavera sauce,16.2053732744
383,"food is always very very good, and value for money i don't think you can find better value & food at these prices, any black cab drivers who want really good fresh food & prices check it out, you won't be disappointed
great food every time.",food value money i value food prices cab drivers fresh food prices food time,16.2050511512
785,":)
the owner gentleman was very friendly and made our dinner experience fantastic!",owner gentleman dinner experience,16.2049995444
402,will definitely be recommending to any friends who are also visiting london!!,friends london,16.1887838157
193,"my favourite dish is the salmon pasta, and the calamari, and the garlic bread with cheese.",dish salmon pasta calamari bread cheese,16.185974874
179,recommend the diavola pizza with the buffalo mozzarella.,diavola pizza buffalo mozzarella,16.1771962264
1266,the tricolore salad was perfect - really nice mozzarella and perfectly ripe avocado.,tricolore salad mozzarella avocado,16.1771962264
623,"you get to pick what kind of pasta you want, from among 5 kinds, including a gluten-free one.",kind pasta kinds one,16.1742149419
487,for main i decided to mix it up and go for a spaghetti bolognaise topped pizza (as seen on trip adviser!),i bolognaise pizza trip adviser,16.1701955947
419,"my girlfriend had a glass of wine and i had a beer, he have the glass of wine on the house which was unexpected and not required.",girlfriend glass wine i beer glass wine house,16.166743912
726,"me & my mrs shared fried squid, fried courgettes & garlic bread to start, then my mrs had the lasagne & i had the chicken escalope with spaghetti.",mrs squid courgettes bread mrs lasagne i escalope spaghetti,16.165504155
479,my husband had fresh salmon and penne in a cream sauce which he thoroughly enjoyed.,husband salmon penne cream sauce,16.1574927623
343,"really well cooked, flavourful food, served in generous portions, by fiddie or his equally appropriately attentive colleague.",food portions fiddie colleague,16.1560550699
1084,"and the service; tanna, aka the best waitress in the world, made sure we had the best time at the restaurant... she made sure that we had the perfect date night.would recommend to literally... everyone.",service waitress world sure time restaurant date everyone,16.1437863432
171,"finally the dessert and brandy to end the night, perfect!",dessert brandy night perfect,16.1422520503
400,"we will definately be coming again, but with friends and family.",friends family,16.1408336177
443,"we look forward to making this a regular haunt, bringing friends and family.",haunt friends family,16.1408336177
805,"the owner was very friendly and welcoming, especially to our baby who he instantly made smile.",owner welcoming baby smile,16.138249567
510,i am not a fan of pizza crust but at the end of the meal i wasn't able to resist them - the dough is delicious.,i fan pizza crust end meal i dough,16.1376570728
475,"my husband and i kept eyeing up everyone else's meals as they were served saying, 'i'll try that next time ..... or maybe that ..... or that ...'we'll definitely return.",husband everyone meals time .. ..,16.1331762382
549,"while i was here i selected pan fritto funghi all'aglio to start, gigis pizza for my main course and panna cotta for dessert.pan fritto funghi all'aglio is a dish consisting of pan-fried mushrooms with garlic and chillies in a tomato sauce.",i pan fritto funghi all'aglio pizza course panna cotta dessert.pan fritto funghi all'aglio consisting mushrooms chillies tomato sauce,16.1311356175
609,"best italian in london this is an absolutely fantastic italian restaurant, the food is incredibly delicious and fresh with a well thought out menu and the staff are always friendly.",italian london restaurant food menu staff,16.126835328
734,"then, neo gave us a glass of wine on the house to toast my daughters birthday, followed by a surprise slice of the wonderful cheesecake with a birthday candle and the whole restaurant sang to her!",neo glass wine house daughters surprise slice cheesecake birthday candle restaurant sang,16.125923173
130,"in conclusion although it was not what you would imagine to be a top dozen place out of over 16000 places in london, i could not fault any of it.a nice friendly italian and worth a visit if in the area.",conclusion dozen place places london i visit area,16.1242398593
1279,good value and better than usual chain pizza places.,value chain pizza places,16.1119232387
551,i would go back just for the pasta!,i pasta,16.1101351792
644,we traveled from east london to fiddie's as an early father's day meal after reading the excellent reviews.,london father day meal reviews,16.101390501
1303,it was our second visit today and the special dishes; watermelon salad and mixed fish were both excellent.,visit today dishes watermelon salad fish,16.095797684
1319,we've just returned from a weekend in london & found this italian restaurant on friday night.,weekend london restaurant night,16.0737819448
218,"visited this evening after seeing fiddie's was the top restaurant in london, we were not disappointed!!",evening fiddie restaurant london,16.0737819448
295,we went to fiddies on saturday and were greeted by the lovely and friendly owner neo.,fiddies saturday owner neo,16.0676419945
654,"love always the andrews family x
we found this place on trip advisor and we ventured there... what a gem!!!",love andrews family place trip advisor gem,16.058299946
773,the owner was very nice and full of chat.,owner chat,16.0493958047
151,fab customer service too!trying to find a place where everyone is happy (including 2 teens) can be difficult but fiddies fit the bill and was very reasonable with large portions.,customer service place everyone teens fiddies bill portions,16.0421335883
79,"we ordered the garlic bread, fried courgettes and bruschetta out of which the bruschetta was absolutely amazing.for our mains we ordered two pizzas and two pastas.",bread courgettes bruschetta mains pizzas pastas,16.0232145274
22,"5*****
visited here whilst in the area on business after seeing it was no 11 restaurant in london.",area business restaurant london,16.0168828726
548,"i have to point out that the owner was one the most pleasant , funny and generous guys you will ever come across .",i owner guys,16.010101387
10,"the answer was plenty and more - the quality of both dishes, freshness of ingredients (boxes of tomatoes were being delivered whilst we were there), presentation and service were simply excellent.",answer quality dishes freshness ingredients boxes tomatoes presentation service,16.0064572418
1169,superb pizza and sea food.,superb pizza sea food,15.9919491917
493,i had pollo milanese- the chicken was both delicious and enormous.my husband had linguine scoglio which he loved.,i chicken husband linguine scoglio,15.9875119758
1152,"starter; watermelon, feta & rocket salad - simple & full of flavour.",starter watermelon feta rocket salad simple flavour,15.9785671886
129,"and leo the comedian, resplendent in his shirt and trouser, he can entertain with a joke (punchline optional extra) and also he can take the currency to pay any bill, food, drink, utility, barnacle bill the sailor.",comedian resplendent shirt trouser joke extra currency bill food drink utility barnacle bill sailor,15.9776693842
535,"i ordered lasagne and they didn't try and up-sell at all, assuring me that the portions were plenty big enough and they were quite right!",i lasagne portions,15.9541305008
959,"ps neo the owner is really a welcoming guy
fiddie is absolutely brilliant!",ps owner welcoming guy fiddie,15.9375164803
803,the pleasant owner is obsessed with trip advisor and urged me to write a review.,owner trip advisor review,15.9232921645
547,i didn't even realise he was the owner till we were about to leave.,i owner,15.9186872456
796,we promised the owner we would write a review even though i would have regardless.from the lovely irish couple.,owner review i couple,15.9186872456
1130,the staff and i think it was the owner were incredibly friendly.,staff i owner,15.9186872456
787,to which the owner was very surprised and thought i wouldn't finish it off ;).,owner i,15.9186872456
582,i chose the scoglio (mixed seafood) linguine which was the most delicious italian dish i have ever tasted.,i scoglio seafood linguine dish i,15.9125827316
564,i was looking for a place close to swiss cottage station to have a dinner with my girlfriend.,i place cottage station dinner girlfriend,15.9069230922
38,the personal attention to detail from the welcoming owner makes it special.,attention welcoming owner,15.8997648717
586,"i loved the size of the portion and it was made to perfection once again.dessertby the end of the mains, our bellies were stuffed.",i size portion end mains bellies,15.8979243387
1021,"unlike some restaurant that offer wowcher vouchers, fiddie made us feel like any other customer... as if we were paying full price for our three course dinner and drinks!",restaurant vouchers fiddie customer price course dinner drinks,15.888595524
794,the owner also hooked us up with a nightclub and made us feel at home.,owner nightclub home,15.8884212153
590,"i want to give a massive thank you to the man himself fiddie, as well as all of the helpful staff for an outstanding meal in celebration to my gran's birthday.",i thank man staff meal celebration gran birthday,15.8865277839
822,we had 2 different pasta and one calamari.,pasta calamari,15.875102127
558,"i never go for pizza: it's either too soggy and floppy or too crisp with no body but i had to nick some from my fellow diners who'd chosen it to nibble as a starter, and it was perfectly textured and straight from a very well-balanced oven: crisp in the middle but deliciously lightly doughy round the outside.",i pizza body i diners starter oven crisp middle outside,15.8715118354
656,warmly suggested to the simple italian-food lovers.,lovers,15.8665615935
398,defiantly will come back and bring my friends as well!!!,friends,15.8625211894
139,we went to fiddie's with a couple of friends yesterday.,couple friends yesterday,15.8625211894
403,"we were recommended to go to fiddie's by our friends, and this place did not disappoint.",friends place disappoint,15.8625211894
91,you leave feeling like you've met a bunch of new friends.,bunch friends,15.8625211894
404,we were welcomed like old friends even though this was our first time at fiddie's.,friends time fiddie,15.8625211894
1209,thank you so much for making our weekend away special.will be back on another visit to london and will be telling all our friends.,thank weekend visit friends,15.8625211894
1155,"we were all pleased with our starters and mains, which were really tasty and portion sizes were generous!",starters mains portion sizes,15.8573278383
775,"the owner didn't charge us for the drinks
had a brilliant time at fiddie's.",owner drinks time fiddie,15.8557557326
617,keeps me coming back for more as many dishes to choose from including pizzas and pastas.,keeps dishes pizzas pastas,15.8412365142
19,"do not be put of by humble appearance of the restaurant, the quality of service, food and wine were all outstanding as was the value especially for london.highly recommend the bruschetta (best i have had anywhere) but make sure you share it or you may not have room for the stunning tiramisu.see you again next time we venture from lincolnshire to london
good was good and the service was friendly if a little slow.",appearance restaurant quality service food wine value bruschetta i share room tiramisu.see time venture lincolnshire service,15.8188467479
864,friendly staff-always a great atmosphere-the best pizza in london made from enkel????????????????????????????,pizza london enkel,15.8116969721
860,it was all wonderful and they made a pesto pizza for my daughter just the way she wanted it.,pizza daughter way,15.7932765037
820,nice if you feel like pasta!,pasta,15.7841930361
830,"the pasta was perfect: choose what kind of pasta, choose what you wanted with it.",pasta kind pasta,15.7841930361
829,they do gluten-free pasta which was even better as he suffers from ibs.,pasta ibs,15.7841930361
832,"average pasta, nothing special.",pasta nothing,15.7841930361
825,we were hoping that the pasta would help change the so far bad experience.,pasta experience,15.7841930361
826,"pasta is dry , not home made.",pasta home,15.7841930361
838,the pasta was excellent and the wine was impresive for the price range.,pasta wine price range,15.7841930361
89,"it was fine the bruschetta was nice, the pasta was a little over cooked.",bruschetta pasta,15.7841930361
818,for pudding my partner had tiramisu and i chose chocolate cake.,partner tiramisu i chocolate cake,15.781275538
566,"i have been in other places (eg fabrizio in archway, 500 on holloway road) which are significantly better in terms of quality and range of italian food.in summary a good place, with very nice people, will probably go back again, but not in my top 10 list.",i places fabrizio archway holloway road terms quality range food.in summary place people list,15.7758164491
1153,"the starters are delicious....from the courgette in light crispy batter, to the very well seasoned bruschetta and not forgetting the delightfully prepared calamari....all mouth watering to say the least.",starters courgette crispy batter bruschetta calamari mouth,15.7375380016
525,"i stay away from home in london during the week for work, staying often at the marriott in swiss cottage.",i home london week work marriott cottage,15.7169613284
751,"not sure why it's number one , but a great basic pizza restaurant.",number pizza restaurant,15.7081970738
1015,the restaurant - simple yet amazingly homely and cosy - smelt amazing on arrival!,restaurant simple smelt arrival,15.6752629311
14,"we ordered the antipasti, lasagne and liver.",antipasti lasagne liver,15.6680450361
225,"tried a little of everything and agree that that the pizza is perfect, great calamari, delicious fried courgettes and really good pastas.",everything pizza calamari courgettes pastas,15.6583296102
631,"always the best atmosphere so friendly and can definitely have a laugh amazing owners and lovely food x
every time i go to london i need to visit this restaurant.",laugh amazing owners food x time i restaurant,15.6566210036
1318,we came all the way from philadelphia to get some great italian food in london.,way philadelphia food london,15.6420111223
768,also the owner is really welcoming and friendly.,owner,15.6402989672
799,the owner is very friendly and the service is good.,owner service,15.6402989672
1063,service was fabulous.... was blown away by the charm of the owner.,service charm owner,15.6402989672
792,the owner neo is personable and warm.,owner neo,15.6402989672
790,"the owner made us feel so welcome such a lovely man, definitely will be coming back great value as well.",owner man value,15.6402989672
1077,"very friendly service, and the owner is attentive and fun - joking around with both guests and staff.",service owner guests staff,15.6402989672
789,"the owner has a lot experience in the field, and he is very friendly.",owner lot experience field,15.6402989672
1076,great service by fiddie the owner!!,service owner,15.6402989672
729,my neighbour recommended this place to me.,neighbour place,15.6402989672
786,owner was a nice guy that walked up to our table and welcomed us.,owner guy table,15.6402989672
781,the owner fiddie was very welcoming and took our order promptly.,owner fiddie order,15.6402989672
777,the owner is very friendly and made sure to ask us if everything was alright.,owner everything,15.6402989672
788,"owner is so lovely and down to earth,definalty the best italian❤️
been there today for the first time.",owner italian❤️ today time,15.6402989672
778,the owner was lovely and has everything off to a tee.,owner everything tee,15.6402989672
780,the owner (fiddie) and waitress were extremely friendly and accommodating.,owner fiddie,15.6402989672
736,"for us, this was all equalled by neo, the owner(?)",neo owner,15.6402989672
800,the owner and staff are exceptionally friendly and gracious.,owner staff,15.6402989672
177,"finally, desserts are £4-5 each, which isn't to be sniffed at.rather than being a fancy restaurant, this is a pretty simple place, appearing more like a fairly basic café.",desserts fancy restaurant place café,15.6219333375
712,the minestrone soup was a meal in itself and the chicken schnitzel was delicious.,minestrone soup meal chicken schnitzel,15.6022553534
975,we just loved the vegatarian ravioli and the seafood.,ravioli seafood,15.5866405885
1296,my first visit to 'fiddie's' was a monday evening at 7pm with my cousin.,visit evening cousin,15.5512550257
1011,this restaurant shows you it's not all about steep prices and fancy decorations to make it a really good restaurant.,restaurant prices decorations restaurant,15.5434308738
482,therefore i would say that booking in advance is a necessity.,i advance necessity,15.5186930837
1188,"well, it was a tad salty, but not enough to stop me adding more salt care of the very generous servings of parmesan that we were offered.",tad salty care servings parmesan,15.5076657073
545,i have honestly had the most wonderful night in the most lovely hidden gem.,i night gem,15.488584409
987,i visited this italian restaurant during my recent business trip to north london.,restaurant business trip london,15.4880519263
900,"lovely little place, definitely would recommend it to smaller groups.",place groups,15.4849549361
1050,we went on saturday evening and we had 2 pizzas (margherita and 4 stagioni).,saturday evening pizzas stagioni,15.4839846696
1161,"given that it is a sirloin steak at the higher end of this price range, it is nice to see that they haven't gone crazy with the prices like several other italian restaurants tend to.",steak end price range prices restaurants,15.478179364
110,they both chose the cheesecake (i'd have gone for the chocolate cake if i'd only had room!),cheesecake chocolate cake room,15.4695731195
700,"all i really need to say is that the simple menu was packed full of flavour and it's so nice to be somewhere that feels exactly like a modern italian restaurant in the hills of tuscany, because this is what they are like.",menu flavour feels restaurant hills tuscany,15.4660844644
1290,"so we had a good variety of food and what really struck us, apart from the generous portions, was the very high quality of the cooking and the flavour of the food.",variety food portions quality cooking flavour food,15.4549268781
9,"the answer is: because of all of them!franz
i stay away from home in london during the week for work, staying often at the marriott in swiss cottage.",answer franz home london week work marriott cottage,15.4431518046
291,"we popped into fiddies whilst staying in swiss cottage, london for the week.",fiddies cottage london week,15.4431518046
144,"main course - pasta special of octopus, prawn and tomato over spaghetti all washed down with a bottle of pinot grigio.",course octopus prawn tomato spaghetti bottle pinot grigio,15.441250773
325,"the food was freshly cooked, wholesome and tasty, the garlic mushrooms for a starter is highly recommended.",food garlic mushrooms starter,15.4276789823
1110,spaghetti vongule will transport you to the coast of sardinia.,spaghetti vongule coast sardinia,15.4238265408
220,"overall, the evening went beautiful with quality food, good service and nice atmosphere.",evening quality food service atmosphere,15.4143640474
294,we booked fiddies for friday night (26) and fell in love with the amazing atmosphere and food.,fiddies night love amazing atmosphere food,15.4143640474
457,"hope to come back soon, from 'the shard family' :)
this place is a little gem and the food was very scrummy.",hope family place gem food,15.4130515636
1264,"tonight, the chilled pea soup and zucchini pizza.",tonight pea soup zucchini pizza,15.3962439403
1047,"you can have our salad with tomato, onions and more.)",salad tomato onions,15.3919302058
8,they did not skimp on the amount of seafood and the flavour was so delicate and delicious.,amount seafood flavour,15.3680154706
947,"highly recommended and at half the price of the utterly dreadful 'italian' i suffered recently on the cromwell road this place restored my faith in great value, high quality italian food in london.",price i cromwell road place faith value quality food london,15.3648325587
1331,my wife and son joined me on a business trip a few weeks back.,wife son business trip weeks,15.3602452176
455,homemade italian food with generous portions and changed my whole perception of italian cuisine!,homemade food portions perception cuisine,15.349738886
667,"mains were two chicken dishes, which took a lot of menu discussion and decision!",mains chicken dishes lot discussion decision,15.3346924492
694,had early eve meal before theatre.,meal theatre,15.3252733865
51,"even with a birthday party for regular diners taking place during our visit the staff still found time to ask us how the meal was, did we need anything else and never rushed us to free up our table despite taking 'phone call after 'phone call of people trying to book a table.",birthday party diners place visit staff time meal anything call call people book table,15.3246461929
914,"the place was packed, service was good but the decor was awful - felt like a fast food restaurant - with formica tables and bright lights, very cold.",place service decor felt food restaurant tables lights,15.3219344097
197,we each chose different dishes - all of which were judged as absolutely delicious with extremely generous portions - and the wine (primotivo di salento) perfect.,dishes portions wine di salento perfect,15.2942955925
410,my fussy 6 year old said it was the best pizza ever- praise indeed.,fussy year pizza praise,15.2935084792
879,"the pizzas are perfect, all in all a great night out.",pizzas night,15.2935084792
612,it was like being in italy itself with the best italian food we've ever tasted in london.,italy food london,15.2728475081
899,this place is a hidden gem of london to eat in.,place gem london,15.251684709
742,"on a cold, rainy night dashing around the uninspiring surrounds of swiss cottage looking for a pre-theatre dinner, we stumbled upon fiddie's.",night surrounds cottage dinner fiddie,15.23513015
378,again food superb and manager very welcoming.have eaten in many restaurants but this stands out as offering traditional food with the italian welcome so often forgotten.,food superb manager restaurants food welcome,15.2345662066
537,"i almost let the look of the restaurant from the outside put me off, as it's a small, intimate setting & i didn't want it to be non atmospheric and too quiet where you feel like your conversation will be heard by everyone.",i look restaurant setting i conversation everyone,15.2296451731
464,the hosting was brilliant and the staff make you feel like a regular the second you walk through the door.for starter we had calamari and garlic bread with cheese which was really good with the garlic bread tasting quite like a margarita pizza which i wasn't complaining about.,hosting staff starter bread cheese bread margarita pizza i,15.2257140261
1089,"we opted to share a calzone, a fiddie's salad and some zucchini fries.",share calzone fiddie salad zucchini fries,15.2199102788
1005,it's not bad but it's definitely not the best italian or best restaurant in london and i don't know how it became top on trip advisor.,restaurant london i trip advisor,15.2137690359
589,but i had driven to heathrow from swansea to collect my fiancée in the morning from airport!,i swansea fiancée morning airport,15.2047515936
496,"i think it is also good to support the local community for those who live nearby, but it is a good shot for those who live far away, due to the quality and quantity of the food.",i community shot quality quantity food,15.2019814639
30,"ate here recently and have to say i don't understand how this is number 10 out of 20,000+ restaurants in london??",ate i number restaurants london,15.1996361743
650,we were in london for one week and my wife would have made us go here every night if she had her way.,london week wife night way,15.1990375799
863,"this is by far the best pizza i've ever tasted, and service was pure class.",pizza i service class,15.1948036192
251,my personal favourite was the chocolate cake!,favourite chocolate cake,15.193013211
647,"we were visiting london from manchester and so needed to find somewhere to eat dinner in an unfamiliar area, so lucky that we chose fiddie's.",london manchester dinner area fiddie,15.1918274817
395,"these were good, but our friend had compared them to the likes of sacre cuore/ santa maria etc., and i'd say they weren't quite of that standard.however it was a lovely local restaurant and great value.",friend likes sacre cuore/ santa maria etc.'d standard.however restaurant value,15.1847094336
764,"if i do, i'll order 2 x avocado starters and forego the main :-) would i rate fiddie's as #1 restaurant in london?",order x avocado starters rate fiddie restaurant london,15.1780282951
234,it was our first experience at fiddie's and seven of us went there for a meal last week.,experience fiddie meal week,15.1639590102
28,so on arrival it came as a shock to find that fiddie's had just enough room to seat the 3 of us: the reason soon became obvious.,arrival shock fiddie room reason,15.1580761213
411,"fyi he is a big elvis fan :)
very high levels in all areas.",fyi elvis fan levels areas,15.1561165936
1144,the staffing at the restaurant is as good as the food and if i could give a higher mark than 5 stars i would.,staffing restaurant food i mark stars,15.1492243435
890,"it's quite easy to miss this place, but once inside the decor and food felt right and reminded me of italy.",place decor food italy,15.1465954893
227,everything was great from the staff who were helpful and pleasant yet not intruding to the food that was a great meal for a very cheap price.,everything staff food meal price,15.1184775948
851,"however, visited in person last week, and the restaurant is very small and simple, so not the best place for going to eat at, but still an outstanding service and food.",person week restaurant place service food,15.1173199657
588,"i had the spaghetti carbonara, which was amazing.",i spaghetti carbonara,15.1008001595
733,"neo was on top form as always, tanna the waitress was very accommodating to us all as always - i can fully understand why this restaurant is number 1 on trip advisor!",neo form waitress i restaurant number trip advisor,15.0958036679
